text,embedding,distances
" – Several United Nations agencies announced coordinated responses to the disaster, including UNDAC, OCHA, UNHCR, UNICEF and IOM. The World Health Organization's Regional Director for Europe, Hans Kluge, said the organization's regional offices were assisting international efforts to transport medicine and relief equipment. The UN released $25 million from its emergency fund for humanitarian assistance in Turkey and Syria. A second $25 million grant was released for relief efforts in Syria. UN sent humanitarian aid to Syria through Turkey via the Bab al-Hawa border crossing. On 14 February, the UN appealed for €396 million to help survivors in Syria.","[-0.00303783 -0.01397402  0.01952137 ... -0.01252115 -0.01493821
 -0.00269938]",0.18520907590564295
" – Mosques in Turkey were used as shelters for people unable to return to their homes amid freezing temperatures. In Gaziantep, people sought refuge in shopping malls, stadiums, community centers, and mosques. Nearly 250,000 displaced persons resided in schools across Malatya Province. At least 24 mobile kitchens from vocational schools in the province were distributed across the affected areas.Several Turkish humanitarian institutions such as Ahbap from Haluk Levent, the Turkish Philanthropy Funds (US-based), and Turkish Red Crescent (besides other IFRC members around the world) also launched emergency appeals to help the victims.","[-0.00697826 -0.02641867 -0.00699161 ... -0.00706499 -0.00633114
 -0.01977397]",0.18724298676743345
" – The European Union's European Civil Protection Mechanism, in which Turkey participates despite not being a member of the EU, was activated at the request of Turkey. The EU dispatched thirty-one rescue teams and five medical teams from 23 member states to Turkey, committed €3 million and €3.5 million to Turkey and Syria respectively, and announced a donor conference to raise money. The Copernicus Programme was also activated to provide emergency mapping services and other help.","[ 0.01011557 -0.02573793 -0.00019767 ...  0.01568838 -0.01670522
 -0.0221988 ]",0.18826709245422246
 – List of costliest earthquakes,"[-0.01039837  0.00745955  0.0258307  ... -0.02366525 -0.01460974
 -0.04319646]",0.1938149237918667
 – Lists of 21st-century earthquakes,"[-0.01883143  0.01430321  0.02809124 ... -0.0116256  -0.00793116
 -0.04056418]",0.19564120391101192
" – Destruction in Aleppo, Syria","[-0.00951352  0.00227614 -0.01776662 ... -0.01245004 -0.0051188
 -0.00207333]",0.19613987027020474
" – Before the earthquake, the government had planned the elections to be held on 14 May 2023, a month earlier than its latest possible date as a snap election. After the earthquake, doubts arose if elections could be held on schedule. On 13 February, Bülent Arınç of the AKP demanded the elections be postponed despite the constitution disallowing such a possibility in the absence of war. Arınç's declaration has been criticized by media outlets and politicians. It remains to be seen whether the governing coalition, with its 333 seats in parliament, can surpass the 400-number hurdle needed to pass such proposals by changing the constitution. On 18 February, AKP authorities stated that the elections would not be delayed.Kemal Kılıçdaroğlu of the CHP opposed its postponement on constitutional grounds. Mustafa Tolga Öztürk, YSK member of the İYİ party stated that YSK does not have any power to postpone an election and only parliament has the right to do so, adding that Turkey had no more time to lose with the AKP. Selahattin Demirtaş of the Peoples Democratic Party (HDP) has described the postponement as a political coup. The declaration of state of emergency in the affected regions was also interpreted as a possible measure to postpone elections. Nevertheless, the earthquake led to the main anti-Erdoğan coalition postponing its 13 February meeting for the selection of its consensus presidential candidate.","[-0.01159562 -0.02049737 -0.01799021 ...  0.00950854 -0.00993529
 -0.01912377]",0.19664202089497795
"Govers, Rob (14 February 2023). ""The science behind an earthquake"". Utrecht: Utrecht University – via YouTube. ORCID 0000-0001-7148-8857","[ 0.00218224 -0.02731727  0.01941105 ...  0.00562867  0.00321232
 -0.01262186]",0.19826677969045814
" – NetBlocks announced that ICTA limited access to Twitter from Turkey, with Turkish government officials claiming disinformation. According to Reuters, citing an anonymous government official, the block was necessary ""because in some accounts there were untrue claims, slander, insults and posts with fraudulent purposes,"" The block caused public anger as Twitter assisted in sharing information on arriving aid and the whereabouts of survivors still trapped in rubble. The Peoples' Democratic Party said Twitter helped in organizing aid to the affected and the block would ""only cause more death."" Ali Babacan, leader of the Turkey's opposition group, Democracy and Progress Party, also criticized the block.The Committee to Protect Journalists (CPJ) issued a statement critical of fines and penalties issued to Halk TV, Tele1, and Fox over their coverage of the earthquake by the Radio and Television Supreme Council. In addition to the fines, both Halk TV and TELE1 were required to suspend airing of the shows that had criticized the government for five days. The CPJ's statement said that Turkey officials should revoke both the fine and penalties along with refraining from silencing the media for its earthquake coverage.","[-0.01727425 -0.01871038  0.01019519 ...  0.01782973 -0.01799231
 -0.03175751]",0.20071588783769823
 – The International Seismological Centre has a bibliography and/or authoritative data for this event.,"[-0.0108892  -0.01062295  0.00452977 ...  0.01256184 -0.02796375
 -0.04112637]",0.20171272609971336
" – AFAD, the state organ for the disaster relief, was criticized on the grounds of slowness during the first days of the earthquake. There were reports of unsuccessful attempts by people to contact AFAD. Emergency management academic Kubilay Kaptan stated that the delayed reaction of AFAD was mainly caused by the increasing centralization of Turkish emergency response agencies under the current government. According to Kaptan, numerous relief agencies were merged into AFAD in the past years and since the implementation of the referendum, AFAD became part of the Ministry of Interior, losing its autonomy and self-governance. Kaptan added that the Ministry of Interior, responsible for making decisions, hindered the fast response since the organization required approval for its actions, contrasting more independent agencies like FEMA in the United States. AFAD was also criticized on the claims of inappropriate board of management, since some members of the board had no disaster management background. İsmail Palakoğlu, the general manager of disaster response subdivision of AFAD, is a theologian who previously worked at the Directorate of Religious Affairs, was criticized by several politicians and media outlets.Another criticism was the late deployment of military resources. They were not mobilized for two days after the earthquake, and even then in what many considered in very modest amounts. In the past, local commanders were authorized to go into action unilaterally in the face of such a natural disaster until the current government changed the regulations. There were many instances where aid was forced to go through local governors, who were not elected but appointed by the government. In some instances, aid was held by the ruling party with the explanation that it would be managed by AFAD. There were reports of aid trucks stopped and not let through unless ruling party placards and signs were placed on them, including stickers of the president placed on individual aid packages. On 16 February the district governor of Pazarcik accompanied by the gendarmerie seized aid stored in a distribution center established jointly by the HDP and the Hasankoca Neighborhood Assistance and Solidarity Association in presence of the head of the Diyarbakır Chamber of Industry arguing they could not distribute aid independently.On 9 February 2023, the governing alliance between the MHP and the AKP approved a state of emergency in 10 provinces affected by the earthquakes. The opposition voted no to the measure, claiming that it was unnecessary since the provinces were already declared as ""disaster areas"".A week after the earthquakes in Samandağ, a coastal town in Hatay Province, residents dug through the rubble to look for victims because of the slow and limited government response. ""We have nothing left and the government barely helped us,"" one resident said, adding that assistance only came 48 hours after the earthquake.","[-0.01741193 -0.01228875 -0.02556776 ... -0.00499596 -0.01759073
 -0.01895233]",0.20354033513580438
" – Syrian government officials and state-run media blamed United States and European Union sanctions against the country for the lack of humanitarian aid and hampering rescue. On 10 February, Syrian president Bashar al-Assad accused Western countries of having ""no regard for the human condition."" The US Treasury said its sanctions ""contain robust exemptions for humanitarian efforts"" in the first place, and that after the earthquake it issued a blanket authorization for relief efforts. The United Nations has also been criticized for its policy of focusing aid shipments solely to the regime, at the expense of Syrian lives in opposition-held territories.Idlib region, under the control of Syrian Salvation Government (SSG), was one of the hardest-hit territories. Assad regime's policy of besieging North-West Syria; which blockades the supply of food, medicines and other humanitarian supplies, has further deteriorated the crisis in Idlib. Abu Muhammad Al-Julani, commander of the SSG-aligned Tahrir al-Sham rebel militia, criticized aid agencies of neglecting the situation in Idlib and called on the international community to be more proactive in reconstruction and relief efforts, adding that the ""United Nations needs to understand that it's required to help in a crisis"". Upon traveling to the Bab al-Hawa Border Crossing bordering the rebel-held territories, UNOCHA Under-Secretary Martin Griffith stated on 12 February that ""We have so far failed the people in north-west Syria"". As of 13 February, Ankara and the Turkish-backed Free Syrian Army were accused of blocking aid convoys sent by the Autonomous Administration of North and East Syria from entering the north-west region.The United Nations criticized Russia's attempts to block delivery of aid through checkpoints to rebel-held territories. Secretary General António Guterres urged the Security Council to immediately permit aid flows into Northwestern Syria. United States appealed for the immediate opening of all closed checkpoints to send in relief efforts to all parts of Syria; calling for an emergency UN Security Council meeting to increase humanitarian assistance through Bab al-Hawa and open up more border crossings for the entry of UN aid. Stéphane Dujarric, a United Nations spokesperson, said on 14 February, ""some aid is getting into the north-west, pointing to 58 trucks that arrived with aid through the Bab Al-Hawa crossing."" However, the organization does not possess heavy equipment or search and rescue teams. He stressed that the ""international community as a whole needs to step up to get that aid where it is needed.""","[-0.01169197  0.0024964  -0.01241546 ... -0.00856592  0.01771882
 -0.00026321]",0.2052364970953412
" – ""Kahramanmaraş Supersite science page"". Group on Earth Observations.","[ 0.00164047 -0.00467467 -0.00507145 ...  0.00233734 -0.0094227
 -0.02560734]",0.212625339641354
" – NATO secretary-general Jens Stoltenberg said that member countries were mobilizing support. The Strategic Airlift Capability was used to transport search and rescue equipment. NATO deployed ""fully equipped semi-permanent shelter facilities"" to house displaced persons in Turkey. Flags at NATO headquarters were also lowered to half-mast. A vessel carrying the first 600 of 1,000 containers for temporary housing left Taranto, Italy for Turkey to accommodate at least 4,000 people.","[-0.00826927 -0.03051835  0.00449779 ... -0.00704321 -0.00656345
 -0.02132287]",0.22204056820558993
" – Arab League secretary-general Ahmed Aboul Gheit called for international assistance to help those affected by ""this humanitarian catastrophe"".","[-0.02647068  0.00402302  0.02181865 ... -0.02987779  0.00128094
 -0.01655073]",0.22565819263650067
" – President Erdoğan declared seven days of national mourning in Turkey on Twitter. Seven days of national mourning was observed in Northern Cyprus, and one day in Bangladesh and Kosovo. Albania's prime minister, Edi Rama, said 13 February would be a day of national mourning. On 13 February, all overseas diplomatic missions of North Macedonia lowered the North Macedonian flags to half-mast.","[-0.00813665 -0.00766267  0.00830123 ...  0.01055921  0.0193805
 -0.02875477]",0.22799434384181871
" – On 9 February, the Council of Higher Education said education and training at universities in the affected provinces would be suspended until further notice. Student hostels managed by the General Directorate of Higher Education Credit and Hostels would be used to house affected individuals. The minister of national education, Mahmut Özer, ordered a week-long closure of all schools in the country, which was later extended to two weeks. Schools in the affected provinces were suspended until 10 March. Students studying in schools located in the affected provinces would be transferred to other provinces of their choice.","[-0.0021079  -0.02346356  0.00716383 ... -0.0139252   0.01187935
 -0.00973959]",0.2364556097679753
 – ReliefWeb's  main page  for this event.,"[-0.02685493 -0.00390396  0.00243153 ... -0.0147513  -0.01991155
 -0.0022593 ]",0.24050131543797193
 – 		,"[-0.00990041 -0.00544557 -0.00634624 ... -0.01206894 -0.00573309
  0.00227072]",0.28235883327152334
 – 		,"[-0.00990041 -0.00544557 -0.00634624 ... -0.01206894 -0.00573309
  0.00227072]",0.28235883327152334
 – 		,"[-0.00990041 -0.00544557 -0.00634624 ... -0.01206894 -0.00573309
  0.00227072]",0.28235883327152334
 – 		,"[-0.00990041 -0.00544557 -0.00634624 ... -0.01206894 -0.00573309
  0.00227072]",0.28235883327152334
